COM;REG;DEP;NCC;NCCENR;LIBELLE
1001;84;1;ABERGEMENT CLEMENCIAT;Abergement-Clémenciat;L'Abergement-Clémenciat
1002;84;1;ABERGEMENT DE VAREY;Abergement-de-Varey;L'Abergement-de-Varey
1004;84;1;AMBERIEU EN BUGEY;Ambérieu-en-Bugey;Ambérieu-en-Bugey
1005;84;1;AMBERIEUX EN DOMBES;Ambérieux-en-Dombes;Ambérieux-en-Dombes
1006;84;1;AMBLEON;Ambléon;Ambléon
1007;84;1;AMBRONAY;Ambronay;Ambronay
1008;84;1;AMBUTRIX;Ambutrix;Ambutrix
1009;84;1;ANDERT ET CONDON;Andert-et-Condon;Andert-et-Condon
1010;84;1;ANGLEFORT;Anglefort;Anglefort
1011;84;1;APREMONT;Apremont;Apremont
1012;84;1;ARANC;Aranc;Aranc
1013;84;1;ARANDAS;Arandas;Arandas
1014;84;1;ARBENT;Arbent;Arbent
1015;84;1;ARBOYS EN BUGEY;Arboys en Bugey;Arboys en Bugey
1015;;;ARBIGNIEU;Arbignieu;Arbignieu
1016;84;1;ARBIGNY;Arbigny;Arbigny
1017;84;1;ARGIS;Argis;Argis
1019;84;1;ARMIX;Armix;Armix
1021;84;1;ARS SUR FORMANS;Ars-sur-Formans;Ars-sur-Formans
1022;84;1;ARTEMARE;Artemare;Artemare
1023;84;1;ASNIERES SUR SAONE;Asnières-sur-Saône;Asnières-sur-Saône
1024;84;1;ATTIGNAT;Attignat;Attignat
1025;84;1;BAGE DOMMARTIN;Bâgé-Dommartin;Bâgé-Dommartin
1025;;;BAGE LA VILLE;Bâgé-la-Ville;Bâgé-la-Ville
1026;84;1;BAGE LE CHATEL;Bâgé-le-Châtel;Bâgé-le-Châtel
1027;84;1;BALAN;Balan;Balan
1028;84;1;BANEINS;Baneins;Baneins
1029;84;1;BEAUPONT;Beaupont;Beaupont
1030;84;1;BEAUREGARD;Beauregard;Beauregard
1031;84;1;BELLIGNAT;Bellignat;Bellignat
1032;84;1;BELIGNEUX;Béligneux;Béligneux
1033;84;1;VALSERHONE;Valserhône;Valserhône
1033;;;BELLEGARDE SUR VALSERINE;Bellegarde-sur-Valserine;Bellegarde-sur-Valserine
1034;84;1;BELLEY;Belley;Belley
1035;84;1;BELLEYDOUX;Belleydoux;Belleydoux
1036;84;1;VALROMEY SUR SERAN;Valromey-sur-Séran;Valromey-sur-Séran
1036;;;BELMONT LUTHEZIEU;Belmont-Luthézieu;Belmont-Luthézieu
1037;84;1;BENONCES;Bénonces;Bénonces
1038;84;1;BENY;Bény;Bény
1039;84;1;BEON;Béon;Béon
1040;84;1;BEREZIAT;Béréziat;Béréziat
1041;84;1;BETTANT;Bettant;Bettant
1042;84;1;BEY;Bey;Bey
1043;84;1;BEYNOST;Beynost;Beynost
1044;84;1;BILLIAT;Billiat;Billiat
1045;84;1;BIRIEUX;Birieux;Birieux
1046;84;1;BIZIAT;Biziat;Biziat
1047;84;1;BLYES;Blyes;Blyes
1049;84;1;BOISSE;Boisse;La Boisse
1050;84;1;BOISSEY;Boissey;Boissey
1051;84;1;BOLOZON;Bolozon;Bolozon
1052;84;1;BOULIGNEUX;Bouligneux;Bouligneux
1053;84;1;BOURG EN BRESSE;Bourg-en-Bresse;Bourg-en-Bresse
1054;84;1;BOURG SAINT CHRISTOPHE;Bourg-Saint-Christophe;Bourg-Saint-Christophe
1056;84;1;BOYEUX SAINT JEROME;Boyeux-Saint-Jérôme;Boyeux-Saint-Jérôme
1057;84;1;BOZ;Boz;Boz
1058;84;1;BREGNIER CORDON;Brégnier-Cordon;Brégnier-Cordon
1059;;;BRENAZ;Brénaz;Brénaz
1060;84;1;BRENOD;Brénod;Brénod
1061;84;1;BRENS;Brens;Brens
1062;84;1;BRESSOLLES;Bressolles;Bressolles
1063;84;1;BRION;Brion;Brion
1064;84;1;BRIORD;Briord;Briord
1065;84;1;BUELLAS;Buellas;Buellas
1066;84;1;BURBANCHE;Burbanche;La Burbanche
1067;84;1;CEIGNES;Ceignes;Ceignes
1068;84;1;CERDON;Cerdon;Cerdon
1069;84;1;CERTINES;Certines;Certines
1071;84;1;CESSY;Cessy;Cessy
1072;84;1;CEYZERIAT;Ceyzériat;Ceyzériat
1073;84;1;CEYZERIEU;Ceyzérieu;Ceyzérieu
1074;84;1;CHALAMONT;Chalamont;Chalamont
1075;84;1;CHALEINS;Chaleins;Chaleins
1076;84;1;CHALEY;Chaley;Chaley
1077;84;1;CHALLES LA MONTAGNE;Challes-la-Montagne;Challes-la-Montagne
1078;84;1;CHALLEX;Challex;Challex
1079;84;1;CHAMPAGNE EN VALROMEY;Champagne-en-Valromey;Champagne-en-Valromey
1080;84;1;CHAMPDOR CORCELLES;Champdor-Corcelles;Champdor-Corcelles
1080;;;CHAMPDOR;Champdor;Champdor
1081;84;1;CHAMPFROMIER;Champfromier;Champfromier
1082;84;1;CHANAY;Chanay;Chanay
1083;84;1;CHANEINS;Chaneins;Chaneins
1084;84;1;CHANOZ CHATENAY;Chanoz-Châtenay;Chanoz-Châtenay
1085;84;1;CHAPELLE DU CHATELARD;Chapelle-du-Châtelard;La Chapelle-du-Châtelard
1087;84;1;CHARIX;Charix;Charix
1088;84;1;CHARNOZ SUR AIN;Charnoz-sur-Ain;Charnoz-sur-Ain
1089;84;1;CHATEAU GAILLARD;Château-Gaillard;Château-Gaillard
1090;84;1;CHATENAY;Châtenay;Châtenay
1091;;;CHATILLON EN MICHAILLE;Châtillon-en-Michaille;Châtillon-en-Michaille
1092;84;1;CHATILLON LA PALUD;Châtillon-la-Palud;Châtillon-la-Palud
1093;84;1;CHATILLON SUR CHALARONNE;Châtillon-sur-Chalaronne;Châtillon-sur-Chalaronne
1094;84;1;CHAVANNES SUR REYSSOUZE;Chavannes-sur-Reyssouze;Chavannes-sur-Reyssouze
1095;84;1;NIVIGNE ET SURAN;Nivigne et Suran;Nivigne et Suran
1095;;;CHAVANNES SUR SURAN;Chavannes-sur-Suran;Chavannes-sur-Suran
1096;84;1;CHAVEYRIAT;Chaveyriat;Chaveyriat
1097;;;CHAVORNAY;Chavornay;Chavornay
1098;84;1;CHAZEY BONS;Chazey-Bons;Chazey-Bons
1099;84;1;CHAZEY SUR AIN;Chazey-sur-Ain;Chazey-sur-Ain
1100;84;1;CHEIGNIEU LA BALME;Cheignieu-la-Balme;Cheignieu-la-Balme
1101;84;1;CHEVILLARD;Chevillard;Chevillard
1102;84;1;CHEVROUX;Chevroux;Chevroux
1103;84;1;CHEVRY;Chevry;Chevry
1104;84;1;CHEZERY FORENS;Chézery-Forens;Chézery-Forens
1105;84;1;CIVRIEUX;Civrieux;Civrieux
1106;84;1;CIZE;Cize;Cize
1107;84;1;CLEYZIEU;Cleyzieu;Cleyzieu
1108;84;1;COLIGNY;Coligny;Coligny
1109;84;1;COLLONGES;Collonges;Collonges
1110;84;1;COLOMIEU;Colomieu;Colomieu
1111;84;1;CONAND;Conand;Conand
1112;84;1;CONDAMINE;Condamine;Condamine
1113;84;1;CONDEISSIAT;Condeissiat;Condeissiat
1114;84;1;CONFORT;Confort;Confort
1115;84;1;CONFRANCON;Confrançon;Confrançon
1116;84;1;CONTREVOZ;Contrevoz;Contrevoz
1117;84;1;CONZIEU;Conzieu;Conzieu
1118;84;1;CORBONOD;Corbonod;Corbonod
1119;;;CORCELLES;Corcelles;Corcelles
1120;;;CORDIEUX;Cordieux;Cordieux
1121;84;1;CORLIER;Corlier;Corlier
1122;;;CORMARANCHE EN BUGEY;Cormaranche-en-Bugey;Cormaranche-en-Bugey
1123;84;1;CORMORANCHE SUR SAONE;Cormoranche-sur-Saône;Cormoranche-sur-Saône
1124;84;1;CORMOZ;Cormoz;Cormoz
1125;84;1;CORVEISSIAT;Corveissiat;Corveissiat
1127;84;1;COURMANGOUX;Courmangoux;Courmangoux
1128;84;1;COURTES;Courtes;Courtes
1129;84;1;CRANS;Crans;Crans
1130;84;1;BRESSE VALLONS;Bresse Vallons;Bresse Vallons
1130;;;CRAS SUR REYSSOUZE;Cras-sur-Reyssouze;Cras-sur-Reyssouze
1133;84;1;CRESSIN ROCHEFORT;Cressin-Rochefort;Cressin-Rochefort
1134;84;1;CROTTET;Crottet;Crottet
1135;84;1;CROZET;Crozet;Crozet
1136;84;1;CRUZILLES LES MEPILLAT;Cruzilles-lès-Mépillat;Cruzilles-lès-Mépillat
1137;;;CUISIAT;Cuisiat;Cuisiat
1138;84;1;CULOZ;Culoz;Culoz
1139;84;1;CURCIAT DONGALON;Curciat-Dongalon;Curciat-Dongalon
1140;84;1;CURTAFOND;Curtafond;Curtafond
1141;84;1;CUZIEU;Cuzieu;Cuzieu
1142;84;1;DAGNEUX;Dagneux;Dagneux
1143;84;1;DIVONNE LES BAINS;Divonne-les-Bains;Divonne-les-Bains
1144;;;DOMMARTIN;Dommartin;Dommartin
1145;84;1;DOMPIERRE SUR VEYLE;Dompierre-sur-Veyle;Dompierre-sur-Veyle
1146;84;1;DOMPIERRE SUR CHALARONNE;Dompierre-sur-Chalaronne;Dompierre-sur-Chalaronne
1147;84;1;DOMSURE;Domsure;Domsure
1148;84;1;DORTAN;Dortan;Dortan
1149;84;1;DOUVRES;Douvres;Douvres
1150;84;1;DROM;Drom;Drom
1151;84;1;DRUILLAT;Druillat;Druillat
1152;84;1;ECHALLON;Échallon;Échallon
1153;84;1;ECHENEVEX;Échenevex;Échenevex
1154;;;ETREZ;Étrez;Étrez
1155;84;1;EVOSGES;Évosges;Évosges
1156;84;1;FARAMANS;Faramans;Faramans
1157;84;1;FAREINS;Fareins;Fareins
1158;84;1;FARGES;Farges;Farges
1159;84;1;FEILLENS;Feillens;Feillens
1160;84;1;FERNEY VOLTAIRE;Ferney-Voltaire;Ferney-Voltaire
1162;84;1;FLAXIEU;Flaxieu;Flaxieu
1163;84;1;FOISSIAT;Foissiat;Foissiat
1165;84;1;FRANCHELEINS;Francheleins;Francheleins
1166;84;1;FRANS;Frans;Frans
1167;84;1;GARNERANS;Garnerans;Garnerans
1169;84;1;GENOUILLEUX;Genouilleux;Genouilleux
1170;84;1;BEARD GEOVREISSIAT;Béard-Géovreissiat;Béard-Géovreissiat
1171;84;1;GEOVREISSET;Géovreisset;Géovreisset
1172;;;GERMAGNAT;Germagnat;Germagnat
1173;84;1;GEX;Gex;Gex
1174;84;1;GIRON;Giron;Giron
1175;84;1;GORREVOD;Gorrevod;Gorrevod
1177;84;1;GRAND CORENT;Grand-Corent;Grand-Corent
1179;84;1;GRIEGES;Grièges;Grièges
1180;84;1;GRILLY;Grilly;Grilly
1181;84;1;GROISSIAT;Groissiat;Groissiat
1182;;;GROSLEE;Groslée;Groslée
1183;84;1;GUEREINS;Guéreins;Guéreins
1184;84;1;HAUTECOURT ROMANECHE;Hautecourt-Romanèche;Hautecourt-Romanèche
1185;84;1;PLATEAU D HAUTEVILLE;Plateau d'Hauteville;Plateau d'Hauteville
1185;;;HAUTEVILLE LOMPNES;Hauteville-Lompnes;Hauteville-Lompnes
1186;;;HOSTIAZ;Hostiaz;Hostiaz
1187;84;1;HAUT VALROMEY;Haut Valromey;Haut Valromey
1188;84;1;ILLIAT;Illiat;Illiat
1189;84;1;INJOUX GENISSIAT;Injoux-Génissiat;Injoux-Génissiat
1190;84;1;INNIMOND;Innimond;Innimond
1191;84;1;IZENAVE;Izenave;Izenave
1192;84;1;IZERNORE;Izernore;Izernore
1193;84;1;IZIEU;Izieu;Izieu
1194;84;1;JASSANS RIOTTIER;Jassans-Riottier;Jassans-Riottier
1195;84;1;JASSERON;Jasseron;Jasseron
1196;84;1;JAYAT;Jayat;Jayat
1197;84;1;JOURNANS;Journans;Journans
1198;84;1;JOYEUX;Joyeux;Joyeux
1199;84;1;JUJURIEUX;Jujurieux;Jujurieux
1200;84;1;LABALME;Labalme;Labalme
1202;84;1;LAGNIEU;Lagnieu;Lagnieu
1203;84;1;LAIZ;Laiz;Laiz
1204;84;1;POIZAT LALLEYRIAT;Poizat-Lalleyriat;Le Poizat-Lalleyriat
1204;;;LALLEYRIAT;Lalleyriat;Lalleyriat
1205;;;LANCRANS;Lancrans;Lancrans
1206;84;1;LANTENAY;Lantenay;Lantenay
1207;84;1;LAPEYROUSE;Lapeyrouse;Lapeyrouse
1208;84;1;LAVOURS;Lavours;Lavours
1209;84;1;LEAZ;Léaz;Léaz
1210;84;1;LELEX;Lélex;Lélex
1211;84;1;LENT;Lent;Lent
1212;84;1;LESCHEROUX;Lescheroux;Lescheroux
1213;84;1;LEYMENT;Leyment;Leyment
1214;84;1;LEYSSARD;Leyssard;Leyssard
1215;84;1;SURJOUX LHOPITAL;Surjoux-Lhopital;Surjoux-Lhopital
1215;;;LHOPITAL;Lhôpital;Lhôpital
1216;84;1;LHUIS;Lhuis;Lhuis
1218;;;LOCHIEU;Lochieu;Lochieu
1219;84;1;LOMPNAS;Lompnas;Lompnas
1221;;;LOMPNIEU;Lompnieu;Lompnieu
1224;84;1;LOYETTES;Loyettes;Loyettes
1225;84;1;LURCY;Lurcy;Lurcy
1227;84;1;MAGNIEU;Magnieu;Magnieu
1228;84;1;MAILLAT;Maillat;Maillat
1229;84;1;MALAFRETAZ;Malafretaz;Malafretaz
1230;84;1;MANTENAY MONTLIN;Mantenay-Montlin;Mantenay-Montlin
1231;84;1;MANZIAT;Manziat;Manziat
1232;84;1;MARBOZ;Marboz;Marboz
1233;84;1;MARCHAMP;Marchamp;Marchamp
1234;84;1;MARIGNIEU;Marignieu;Marignieu
1235;84;1;MARLIEUX;Marlieux;Marlieux
1236;84;1;MARSONNAS;Marsonnas;Marsonnas
1237;84;1;MARTIGNAT;Martignat;Martignat
1238;84;1;MASSIEUX;Massieux;Massieux
1239;84;1;MASSIGNIEU DE RIVES;Massignieu-de-Rives;Massignieu-de-Rives
1240;84;1;MATAFELON GRANGES;Matafelon-Granges;Matafelon-Granges
1241;84;1;MEILLONNAS;Meillonnas;Meillonnas
1242;84;1;MERIGNAT;Mérignat;Mérignat
1243;84;1;MESSIMY SUR SAONE;Messimy-sur-Saône;Messimy-sur-Saône
1244;84;1;MEXIMIEUX;Meximieux;Meximieux
1245;84;1;BOHAS MEYRIAT RIGNAT;Bohas-Meyriat-Rignat;Bohas-Meyriat-Rignat
1246;84;1;MEZERIAT;Mézériat;Mézériat
1247;84;1;MIJOUX;Mijoux;Mijoux
1248;84;1;MIONNAY;Mionnay;Mionnay
1249;84;1;MIRIBEL;Miribel;Miribel
1250;84;1;MISERIEUX;Misérieux;Misérieux
1252;84;1;MOGNENEINS;Mogneneins;Mogneneins
1254;84;1;MONTAGNAT;Montagnat;Montagnat
1255;84;1;MONTAGNIEU;Montagnieu;Montagnieu
1257;84;1;MONTANGES;Montanges;Montanges
1258;84;1;MONTCEAUX;Montceaux;Montceaux
1259;84;1;MONTCET;Montcet;Montcet
1260;84;1;MONTELLIER;Montellier;Le Montellier
1261;84;1;MONTHIEUX;Monthieux;Monthieux
1262;84;1;MONTLUEL;Montluel;Montluel
1263;84;1;MONTMERLE SUR SAONE;Montmerle-sur-Saône;Montmerle-sur-Saône
1264;84;1;MONTRACOL;Montracol;Montracol
1265;84;1;MONTREAL LA CLUSE;Montréal-la-Cluse;Montréal-la-Cluse
1266;84;1;MONTREVEL EN BRESSE;Montrevel-en-Bresse;Montrevel-en-Bresse
1267;84;1;NURIEUX VOLOGNAT;Nurieux-Volognat;Nurieux-Volognat
1268;84;1;MURS ET GELIGNIEUX;Murs-et-Gélignieux;Murs-et-Gélignieux
1269;84;1;NANTUA;Nantua;Nantua
1271;;;NATTAGES;Nattages;Nattages
1272;84;1;NEUVILLE LES DAMES;Neuville-les-Dames;Neuville-les-Dames
1273;84;1;NEUVILLE SUR AIN;Neuville-sur-Ain;Neuville-sur-Ain
1274;84;1;NEYROLLES;Neyrolles;Les Neyrolles
1275;84;1;NEYRON;Neyron;Neyron
1276;84;1;NIEVROZ;Niévroz;Niévroz
1277;84;1;NIVOLLET MONTGRIFFON;Nivollet-Montgriffon;Nivollet-Montgriffon
1279;84;1;ONCIEU;Oncieu;Oncieu
1280;84;1;ORDONNAZ;Ordonnaz;Ordonnaz
1281;84;1;ORNEX;Ornex;Ornex
1282;84;1;OUTRIAZ;Outriaz;Outriaz
1283;84;1;OYONNAX;Oyonnax;Oyonnax
1284;84;1;OZAN;Ozan;Ozan
1285;84;1;PARCIEUX;Parcieux;Parcieux
1286;84;1;PARVES ET NATTAGES;Parves et Nattages;Parves et Nattages
1286;;;PARVES;Parves;Parves
1288;84;1;PERON;Péron;Péron
1289;84;1;PERONNAS;Péronnas;Péronnas
1290;84;1;PEROUGES;Pérouges;Pérouges
1291;84;1;PERREX;Perrex;Perrex
1293;84;1;PEYRIAT;Peyriat;Peyriat
1294;84;1;PEYRIEU;Peyrieu;Peyrieu
1295;84;1;PEYZIEUX SUR SAONE;Peyzieux-sur-Saône;Peyzieux-sur-Saône
1296;84;1;PIRAJOUX;Pirajoux;Pirajoux
1297;84;1;PIZAY;Pizay;Pizay
1298;84;1;PLAGNE;Plagne;Plagne
1299;84;1;PLANTAY;Plantay;Le Plantay
1300;;;POIZAT;Poizat;Le Poizat
1301;84;1;POLLIAT;Polliat;Polliat
1302;84;1;POLLIEU;Pollieu;Pollieu
1303;84;1;PONCIN;Poncin;Poncin
1304;84;1;PONT D AIN;Pont-d'Ain;Pont-d'Ain
1305;84;1;PONT DE VAUX;Pont-de-Vaux;Pont-de-Vaux
1306;84;1;PONT DE VEYLE;Pont-de-Veyle;Pont-de-Veyle
1307;84;1;PORT;Port;Port
1308;84;1;POUGNY;Pougny;Pougny
1309;84;1;POUILLAT;Pouillat;Pouillat
1310;84;1;PREMEYZEL;Prémeyzel;Prémeyzel
1311;84;1;PREMILLIEU;Prémillieu;Prémillieu
1312;;;PRESSIAT;Pressiat;Pressiat
1313;84;1;PREVESSIN MOENS;Prévessin-Moëns;Prévessin-Moëns
1314;84;1;PRIAY;Priay;Priay
1317;84;1;RAMASSE;Ramasse;Ramasse
1318;84;1;RANCE;Rancé;Rancé
1319;84;1;RELEVANT;Relevant;Relevant
1320;84;1;REPLONGES;Replonges;Replonges
1321;84;1;REVONNAS;Revonnas;Revonnas
1322;84;1;REYRIEUX;Reyrieux;Reyrieux
1323;84;1;REYSSOUZE;Reyssouze;Reyssouze
1324;;;RIGNAT;Rignat;Rignat
1325;84;1;RIGNIEUX LE FRANC;Rignieux-le-Franc;Rignieux-le-Franc
1328;84;1;ROMANS;Romans;Romans
1329;84;1;ROSSILLON;Rossillon;Rossillon
1330;84;1;RUFFIEU;Ruffieu;Ruffieu
1331;84;1;SAINT ALBAN;Saint-Alban;Saint-Alban
1332;84;1;SAINT ANDRE DE BAGE;Saint-André-de-Bâgé;Saint-André-de-Bâgé
1333;84;1;SAINT ANDRE DE CORCY;Saint-André-de-Corcy;Saint-André-de-Corcy
1334;84;1;SAINT ANDRE D HUIRIAT;Saint-André-d'Huiriat;Saint-André-d'Huiriat
1335;84;1;SAINT ANDRE LE BOUCHOUX;Saint-André-le-Bouchoux;Saint-André-le-Bouchoux
1336;84;1;SAINT ANDRE SUR VIEUX JONC;Saint-André-sur-Vieux-Jonc;Saint-André-sur-Vieux-Jonc
1337;84;1;SAINT BENIGNE;Saint-Bénigne;Saint-Bénigne
1338;84;1;GROSLEE SAINT BENOIT;Groslée-Saint-Benoit;Groslée-Saint-Benoit
1338;;;SAINT BENOIT;Saint-Benoît;Saint-Benoît
1339;84;1;SAINT BERNARD;Saint-Bernard;Saint-Bernard
1340;;;SAINT BOIS;Saint-Bois;Saint-Bois
1342;84;1;SAINTE CROIX;Sainte-Croix;Sainte-Croix
1343;84;1;SAINT CYR SUR MENTHON;Saint-Cyr-sur-Menthon;Saint-Cyr-sur-Menthon
1344;84;1;SAINT DENIS LES BOURG;Saint-Denis-lès-Bourg;Saint-Denis-lès-Bourg
1345;84;1;SAINT DENIS EN BUGEY;Saint-Denis-en-Bugey;Saint-Denis-en-Bugey
1346;84;1;SAINT DIDIER D AUSSIAT;Saint-Didier-d'Aussiat;Saint-Didier-d'Aussiat
1347;84;1;SAINT DIDIER DE FORMANS;Saint-Didier-de-Formans;Saint-Didier-de-Formans
1348;84;1;SAINT DIDIER SUR CHALARONNE;Saint-Didier-sur-Chalaronne;Saint-Didier-sur-Chalaronne
1349;84;1;SAINT ELOI;Saint-Éloi;Saint-Éloi
1350;84;1;SAINT ETIENNE DU BOIS;Saint-Étienne-du-Bois;Saint-Étienne-du-Bois
1351;84;1;SAINT ETIENNE SUR CHALARONNE;Saint-Étienne-sur-Chalaronne;Saint-Étienne-sur-Chalaronne
1352;84;1;SAINT ETIENNE SUR REYSSOUZE;Saint-Étienne-sur-Reyssouze;Saint-Étienne-sur-Reyssouze
1353;84;1;SAINTE EUPHEMIE;Sainte-Euphémie;Sainte-Euphémie
1354;84;1;SAINT GENIS POUILLY;Saint-Genis-Pouilly;Saint-Genis-Pouilly
1355;84;1;SAINT GENIS SUR MENTHON;Saint-Genis-sur-Menthon;Saint-Genis-sur-Menthon
1356;84;1;SAINT GEORGES SUR RENON;Saint-Georges-sur-Renon;Saint-Georges-sur-Renon
1357;84;1;SAINT GERMAIN DE JOUX;Saint-Germain-de-Joux;Saint-Germain-de-Joux
1358;84;1;SAINT GERMAIN LES PAROISSES;Saint-Germain-les-Paroisses;Saint-Germain-les-Paroisses
1359;84;1;SAINT GERMAIN SUR RENON;Saint-Germain-sur-Renon;Saint-Germain-sur-Renon
1360;84;1;SAINT JEAN DE GONVILLE;Saint-Jean-de-Gonville;Saint-Jean-de-Gonville
1361;84;1;SAINT JEAN DE NIOST;Saint-Jean-de-Niost;Saint-Jean-de-Niost
1362;84;1;SAINT JEAN DE THURIGNEUX;Saint-Jean-de-Thurigneux;Saint-Jean-de-Thurigneux
1363;84;1;SAINT JEAN LE VIEUX;Saint-Jean-le-Vieux;Saint-Jean-le-Vieux
1364;84;1;SAINT JEAN SUR REYSSOUZE;Saint-Jean-sur-Reyssouze;Saint-Jean-sur-Reyssouze
1365;84;1;SAINT JEAN SUR VEYLE;Saint-Jean-sur-Veyle;Saint-Jean-sur-Veyle
1366;84;1;SAINTE JULIE;Sainte-Julie;Sainte-Julie
1367;84;1;SAINT JULIEN SUR REYSSOUZE;Saint-Julien-sur-Reyssouze;Saint-Julien-sur-Reyssouze
1368;84;1;SAINT JULIEN SUR VEYLE;Saint-Julien-sur-Veyle;Saint-Julien-sur-Veyle
1369;84;1;SAINT JUST;Saint-Just;Saint-Just
1370;84;1;SAINT LAURENT SUR SAONE;Saint-Laurent-sur-Saône;Saint-Laurent-sur-Saône
1371;84;1;SAINT MARCEL;Saint-Marcel;Saint-Marcel
1372;84;1;SAINT MARTIN DE BAVEL;Saint-Martin-de-Bavel;Saint-Martin-de-Bavel
1373;84;1;SAINT MARTIN DU FRENE;Saint-Martin-du-Frêne;Saint-Martin-du-Frêne
1374;84;1;SAINT MARTIN DU MONT;Saint-Martin-du-Mont;Saint-Martin-du-Mont
1375;84;1;SAINT MARTIN LE CHATEL;Saint-Martin-le-Châtel;Saint-Martin-le-Châtel
1376;84;1;SAINT MAURICE DE BEYNOST;Saint-Maurice-de-Beynost;Saint-Maurice-de-Beynost
1378;84;1;SAINT MAURICE DE GOURDANS;Saint-Maurice-de-Gourdans;Saint-Maurice-de-Gourdans
1379;84;1;SAINT MAURICE DE REMENS;Saint-Maurice-de-Rémens;Saint-Maurice-de-Rémens
1380;84;1;SAINT NIZIER LE BOUCHOUX;Saint-Nizier-le-Bouchoux;Saint-Nizier-le-Bouchoux
1381;84;1;SAINT NIZIER LE DESERT;Saint-Nizier-le-Désert;Saint-Nizier-le-Désert
1382;84;1;SAINTE OLIVE;Sainte-Olive;Sainte-Olive
1383;84;1;SAINT PAUL DE VARAX;Saint-Paul-de-Varax;Saint-Paul-de-Varax
1384;84;1;SAINT RAMBERT EN BUGEY;Saint-Rambert-en-Bugey;Saint-Rambert-en-Bugey
1385;84;1;SAINT REMY;Saint-Rémy;Saint-Rémy
1386;84;1;SAINT SORLIN EN BUGEY;Saint-Sorlin-en-Bugey;Saint-Sorlin-en-Bugey
1387;84;1;SAINT SULPICE;Saint-Sulpice;Saint-Sulpice
1388;84;1;SAINT TRIVIER DE COURTES;Saint-Trivier-de-Courtes;Saint-Trivier-de-Courtes
1389;84;1;SAINT TRIVIER SUR MOIGNANS;Saint-Trivier-sur-Moignans;Saint-Trivier-sur-Moignans
1390;84;1;SAINT VULBAS;Saint-Vulbas;Saint-Vulbas
1391;84;1;SALAVRE;Salavre;Salavre
1392;84;1;SAMOGNAT;Samognat;Samognat
1393;84;1;SANDRANS;Sandrans;Sandrans
1396;84;1;SAULT BRENAZ;Sault-Brénaz;Sault-Brénaz
1397;84;1;SAUVERNY;Sauverny;Sauverny
1398;84;1;SAVIGNEUX;Savigneux;Savigneux
1399;84;1;SEGNY;Ségny;Ségny
1400;84;1;SEILLONNAZ;Seillonnaz;Seillonnaz
1401;84;1;SERGY;Sergy;Sergy
1402;84;1;SERMOYER;Sermoyer;Sermoyer
1403;84;1;SERRIERES DE BRIORD;Serrières-de-Briord;Serrières-de-Briord
1404;84;1;SERRIERES SUR AIN;Serrières-sur-Ain;Serrières-sur-Ain
1405;84;1;SERVAS;Servas;Servas
1406;84;1;SERVIGNAT;Servignat;Servignat
1407;84;1;SEYSSEL;Seyssel;Seyssel
1408;84;1;SIMANDRE SUR SURAN;Simandre-sur-Suran;Simandre-sur-Suran
1410;84;1;SONTHONNAX LA MONTAGNE;Sonthonnax-la-Montagne;Sonthonnax-la-Montagne
1411;84;1;SOUCLIN;Souclin;Souclin
1412;84;1;SULIGNAT;Sulignat;Sulignat
1413;;;SURJOUX;Surjoux;Surjoux
1414;;;SUTRIEU;Sutrieu;Sutrieu
1415;84;1;TALISSIEU;Talissieu;Talissieu
1416;84;1;TENAY;Tenay;Tenay
1417;;;THEZILLIEU;Thézillieu;Thézillieu
1418;84;1;THIL;Thil;Thil
1419;84;1;THOIRY;Thoiry;Thoiry
1420;84;1;THOISSEY;Thoissey;Thoissey
1421;84;1;TORCIEU;Torcieu;Torcieu
1422;84;1;TOSSIAT;Tossiat;Tossiat
1423;84;1;TOUSSIEUX;Toussieux;Toussieux
1424;84;1;TRAMOYES;Tramoyes;Tramoyes
1425;84;1;TRANCLIERE;Tranclière;La Tranclière
1426;84;1;VAL REVERMONT;Val-Revermont;Val-Revermont
1426;;;TREFFORT;Treffort;Treffort
1427;84;1;TREVOUX;Trévoux;Trévoux
1428;84;1;VALEINS;Valeins;Valeins
1429;84;1;VANDEINS;Vandeins;Vandeins
1430;84;1;VARAMBON;Varambon;Varambon
1431;84;1;VAUX EN BUGEY;Vaux-en-Bugey;Vaux-en-Bugey
1432;84;1;VERJON;Verjon;Verjon
1433;84;1;VERNOUX;Vernoux;Vernoux
1434;84;1;VERSAILLEUX;Versailleux;Versailleux
1435;84;1;VERSONNEX;Versonnex;Versonnex
1436;84;1;VESANCY;Vesancy;Vesancy
1437;84;1;VESCOURS;Vescours;Vescours
1439;84;1;VESINES;Vésines;Vésines
1441;84;1;VIEU D IZENAVE;Vieu-d'Izenave;Vieu-d'Izenave
1442;;;VIEU;Vieu;Vieu
1443;84;1;VILLARS LES DOMBES;Villars-les-Dombes;Villars-les-Dombes
1444;84;1;VILLEBOIS;Villebois;Villebois
1445;84;1;VILLEMOTIER;Villemotier;Villemotier
1446;84;1;VILLENEUVE;Villeneuve;Villeneuve
1447;84;1;VILLEREVERSURE;Villereversure;Villereversure
1448;84;1;VILLES;Villes;Villes
1449;84;1;VILLETTE SUR AIN;Villette-sur-Ain;Villette-sur-Ain
1450;84;1;VILLIEU LOYES MOLLON;Villieu-Loyes-Mollon;Villieu-Loyes-Mollon
